,ENGoogleTranslate,finalLabel3Classes,target
8277,tumsattelite ute tagswittally in so many others are already owned,NEG,2
8279,doesnt want to go with them in marchs,NEG,2
8282,using this logic guess tsenengamu who also made well received address at cccs inagural public meeting in highfield harare can also claim to have founded the partywill never understand why mukoma burdens himself with these theories of hisits embarrassing really,POS,1
8283,thoughty you wore guy to say guys be campal out there lameways resist the nore limplaineer bethosa and alwyas the no dnamts agailable to points to camplaby points to the mobies in the outher wards availabs,NEG,2
8284,rest also fake goat youkadahyper it,NEU,0
8285,is to be like that yazi myself tod my all want is beogradable money and become rich bakes and grees from these students and therefore my best income from the kids,POS,1
8286,it is love,NEG,2
8287,thats an untrus therre has stopped lyings lyings lyings lyings roman at the harare airport in othetic after and you dhecided to fund your own trip,POS,1
8289,construction aggregates for sale road gravel usa mwishent usa mm stones dust usa stone usa mmmes welvered in harare,POS,1
8290,can go out of harare but harare will none leave you lol dont marry,POS,1
8292,haa to cities at home,POS,1
8294,ga fools quote is not happy,POS,1
8295,for unded to as thief tieges on the wind windows is this date no shop containing window,POS,1
8296,black and fake how the show in the cities will harare strict in the same street lests,NEG,2
8297,my mom is currenly in like have single hitting the people this sidemo,NEG,2
8298,on the compatition and thickana is this,POS,1
8301,is not people are some of the learner poles are not people,NEG,2
8302,or at your home without dogs are raven that your father is dog ft hnt,NEG,2
8305,liquor chocolates from germany and switzerland available for delivery in harare cbdpoces flow this link to videos ltalog on whatsapp,NEG,2
8306,what are you so that shadaya is trash know where,NEG,2
8307,tuus the children,POS,1
8308,mayaz you better be loyal for months until you are lost,NEU,0
8309,like black people who need to start considering nursing home let the elderly be brought to their peers and moments to make the stops in line because how do you like them,POS,1
8310,but people camped at and you have cow,NEU,0
8311,dont have me people who are,NEG,2
8313,gradaya saw it happy,NEU,0
8314,after watching the episode said did the holy comment section aahah people have aareceh,NEU,0
8317,need good son who,NEG,2
8318,busy to renimo which this is lot john congratulations,NEG,2
8319,for mentral of the people who dont play with them,NEG,2
8320,ths is jorburg why would leave harare for this im not in insane mates,NEG,2
8323,is my gi come to do race,NEG,2
8324,gricrection noted this kind of behavior doost fit in and riva abusing being clone to make,POS,1
8325,is fatheri shadaya that turn it,NEU,0
8326,famba baby harare,NEG,2
8327,no point fails the local authorities whatslay queen of all america there are no garbage collection pits is symbol of failure,NEG,2
8329,is mad at the zimbabwes soap for the laptop plantes sold us dollars are losing for us dollars who are losing for us dollars are losing for us dollars who are losing for us dollars are losing it anywhere with you do you correct the crash zimbabwe,NEG,2
8330,we like to arrive,POS,1
8331,doesnt stop this,NEG,2
8332,it is about them and alto at the country the missing ingredient is job in agriculture manfacarting mining mining mining services costruction retail hospitality and tourism policy and implementationpride in your country come from your ability to survive and thrive,POS,1
8333,material living ron free not couuse with house because is not even with your nyweee mom watch me they broke you tools for over year if you are sick today will bring you again why should we lose when it is tired of looking other nut and buuld yown house,NEG,2
8334,whey do people insist that soomeone writers on behaf of the father haire,NEU,0
8335,on my bad but its,NEG,2
8338,that he is he is proof that stories are available but you see when shadaya is uasal truth is something only reserva for the comment of the mouth of shadia,NEU,0
8339,only my bible and it says that the father of fools is not happy,NEG,2
8340,ooooh gosh rest in peace mamaki,NEG,2
8342,gricla bama is this one this,NEG,2
8343,does not go out of the bagg cde that comes out of brain not corrupt will love people more than money you are and you must be awake ma raboads does not attract the money for person but but for the but for the but for the but for the but for the but of the mans but those of your butter monches for loresees are looitian management then,POS,1
8344,spacious inside room available for reulable for react in bluffhill hararebuilt in cupboardsharing kitchen and bathroom available for immediaat occupationclick on the link above for more information,POS,1
8345,here to harare difficult to hire because people can vote some party without examining person dont leave the ramp maybe to the homes of,NEG,2
8346,you the united who is this and move me by my bug,NEG,2
8347,lol ja tiri vana vevhu haha,NEU,0
8349,on behaf of the inhabitants of sinningdalethtungwiza with this court dont like her,NEG,2
8350,of the renson was that within lets of sondom and golded reman of the god and the bible of part they then went and sith and when the kids were born,NEU,0
8351,nelson chasa will nat win in are awena why,NEG,2
8352,vvd hammes are happening but tip canap can handle that return fabrological manwhile pray for us ggm of ara next in the refner she is no longer right here,POS,1
8353,haa rick ross wont enjoy this,NEG,2
8354,isenhelp me lord also not to tighted ones,POS,1
8355,with leg that seemed to lot of trouble,POS,1
8356,for nicner interested in orchids and in harare,POS,1
8358,president mnangangi speaks to vice president situdence minister diaberal dresses minister muching and home affairs much zimbabwa departing for un summit new york,POS,1
8359,but uridofo kanofo pocket at shadaa when sharoaa said the sdaya vakuattacuattacker is like its like the value they dont have right right does not feel caught by this,NEU,0
8360,problem people mitoriral movo bvriko bvriko bvriko buh souh net everobon buh kna everon buh kna knacly girlozage how,POS,1
8361,like storage is the shatysses wow he is strong,NEG,2
8362,something is happening incizewza,POS,1
8363,men are being asked mascitions already like selfie and meat is just sold guys,POS,1
8365,take reespoonsibility guys you filed your brother of alls lestened to soul jah love and of still do of still doon feel inspeped to take drugs this is more on the drug addict himseol himsollsest to him and how hea hiv lives,POS,1
8366,shadaya is not person to answer,POS,1
8367,of our very own queen tatelicious and mother,POS,1
8368,honger is hungry and you will continue to optposition by growing up,NEG,2
8369,its very treee just seeing girl who hated shaday only shes run with your life life what does he go for shadayas shen shadaas terms and conditions protects virgins,NEG,2
8370,is one child,POS,1
8371,is you want to give people mold code stood up,NEG,2
8372,mahi is told you that time that when have too much money will bull for receirs only by delivery of me lol,POS,1
8373,beef gazzies put it down,POS,1
8374,report has come from from shatter hanging the children learning,NEG,2
8375,is why we do not condemn children and kill children,POS,1
8376,baby is hire who,NEG,2
8377,cherrelle and mother is baby poon as ths aloone would make fun of me and give me the marching orders,NEG,2
8378,ar jut pumulapohing rural people thru and plague wolfwoting or without holes buttors modern day slavery,NEG,2
8381,may tita and madam boss,NEU,0
8382,is person in railling,NEU,0
8383,le let the baby,NEG,2
8385,of dots have electricity for months and its in harry and itone of the oldest of the oldert towns due to transformation malfunctioning,NEG,2
8386,tell you to beat you open with caron here,NEG,2
8387,in the zim also cattle and silence did not pay the remaining cows they do not need money maybe my children will spend my dead,NEU,0
8388,we make your team building event memorable meaningful motivating mindblowing and mwaaaahteam building teamwork winning teams coach coaches noahsark noah retreats events workshops games activities harare zimbabwe,POS,1
8389,umm felt hungry,NEU,0
8391,an eye for melina this is deep dad alftter reading fools ive been the same this book doesnt open for me im already swimming,POS,1
8392,mateacher didnt have go to be different story if of deveraged and adults now children heart will hurt imagine this september grade veriting with thistmospherepabe pays now on the green tree to say the marginalized rural child,NEG,2
8393,even we came to your den you dont stop you with joy before meal of your food,POS,1
8395,women have been winning sintment the beginning of the year bro at wrong,NEG,2
8397,thee kids liies shouldve for your people who gulble,NEG,2
8398,will prevent child from the shower of kae chaps,NEG,2
8399,the game of chicken on the roads of harare is get on of hands my going into the turning lone to jump confestion doeson help traffic flow,POS,1
8401,but only the lilmented strings placed zimbabwe electricity we dont know what am back back on the kids have been victims home to be using solar powered meat meat we are already doing honey,NEU,0
8403,who mah mah married laady who maas wav virgin reade lotuely of case over the seate lote lote lote lote lets of case of the amaher over the sease of case to the seen over wass of case to them you have hiskage to the information or to get spread toxicity,NEG,2
8406,iron and chips,NEU,0
8407,shadaa always loses whel people get zitter and enter real life the people he attacks are succeful and of her money but she now,NEG,2
8408,bro,NEU,0
8409,herk have death and keep on uza home until he finished his program,NEG,2
8410,if you are real boy at zim its eti ure addicted to weed drags alcohol or children eve all others are now legends,NEG,2
8411,do xa you have to start waiting for someone who is here dialogue for people,POS,1
8412,miss sense watchi saying coz wats not nice about soopuh,NEU,0
8413,president is back home from new york usa whera met poerstrial in verous as weefrawans based in the diaspa he was refidid by vp whips and sensior gvt officers welcome home lions great works,NEG,2
8414,has ended this,NEG,2
8415,can set shadaya touched nerve regarding vigions about vigions of avivity avaevery hun is in defonisave mood,POS,1
8416,my point was studio and recard label contribute to the flop of an artist insist of an aritist to proja wghraal with plethora of producesrs with dowse dynamic rhythms stall stalls sees how wenky changed from layan and bobo to nikki dikii dikid to osakid,NEU,0
8417,killer tfreemanntty oexqive they live with merors,NEU,0
8418,whites satan marma frieds too,NEG,2
8419,hona kids cali,NEU,0
8421,may the baby,POS,1
8422,is alcohol has been hire this idol mission of shadayas geting out of hand,NEG,2
8423,chavas goons attacking zanu pf menfel of violehered and his vaople is thread to our peace and security morero should be done to stop this political madness of saynoviolence,NEU,0
8424,but the cost of livating was low and everyoya wasable to buy basic commodities,NEG,2
8426,happy birthday harare wish you more of rs full of curabab great engelish and sulen,NEU,0
8428,you children the borrow your financial construction money in splasher at wedding has finished you go to rent rooms,NEG,2
8429,is this illnessspokes nehera said about it,NEG,2
8431,and hear one another saying that they were coming with money they dont love these people,NEG,2
8432,and zimbabwe too please day mk,POS,1
8433,how many of the marthilars is not enough conduen ganden retrah beker beker treasure alex guguncube gugu buy maila and nick and nick and nickas extering people for you bi is enough,POS,1
8434,to people doubter centers here,NEG,2
8435,leave her alone,NEG,2
8437,every food is,POS,1
8438,rest in power freeman,NEU,0
8440,is set in government even could not climb your wifes case of each others firsthanded and asking for the zanuanas medragon to complete,POS,1
8441,on the country living by these boys people dont have the love of god to be with you to signer which was you read,NEG,2
8442,ki ki ki was little while these days dont fly these people,NEG,2
8443,across the cities harare lirare nairobi yairobi yaundé and accra the averages level of citizenshiid score is healthy accus and lilata both score the highest wirewa scored the lowemocracywork citizenthelcere,POS,1
8444,ggggggggg bored with meat,NEG,2
8450,ga come with muman here kkkkkk,NEG,2
8453,children chan is hein shodan for their,NEG,2
8454,of our correct one the may zimbab,POS,1
8455,kana apanduka anongobuda oga bcz hakuna ane position only pa hasha chete sukuri mark zema theories kuti nhingi akazodai syndrome yekuda suluo,NEG,2
8456,is awakened by tree but hunger pishes me to hustle,NEG,2
8457,especiary you are in the majority eat the bug and now in bug for now in slide where the war is we will open you for one,NEG,2
8458,have maxbox two dads one is new and the others an old,NEG,2
8459,bereik tells old old old exporters busy training super at konda boss center about mugabes man as result of coup,NEG,2
8460,is about my argument,NEU,0
8462,if people would rather have the names of we only die here,NEG,2
8463,people lies to say that harstyle is the netururn soldiers from afghanistan in no means of usee,NEG,2
8464,papa cooks bomb nonsense for you,NEG,2
8465,was drawn to the fight and its fracture who knows if im ready to jump into mining im just trying to say there were also urgent places that burned they managed to survive,NEG,2
8466,match earlie gregt zimbabwe patriots won the toss and elected to bat first agat firt firt firt ferst agat firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firt firrsta bat first hat firsta harare kingslive streams lpvhrk zimdomistict isisawholenenewvibevibe,POS,1
8467,to marry slender is not going down to the shaa and found wound and glorifying our children now when you have little while they can find usd monthly playing the night,NEG,2
8468,baby shaking this people where iiiii,NEG,2
8469,every man unpleasant sdaya if you knoow crown,NEG,2
8470,chava woeeee dont stop the counter attime loma loda at thouq and you,POS,1
8471,is sister who is minister only but the actual talent dont have these mother but thenok have gone,POS,1
8473,in order to become possible start and told ourselves that young people are,NEG,2
8474,which company has people in the radical people to poll off here shay,NEU,0
8476,the bar in zim set so low thin this is muscleelves with the likes of champing rinning for office,NEG,2
8477,agrokingspttsptd of have brough you again the most south after purk in harare at you get yourtolf kg of fresh meat hurry now whil stocks lasttheroraducer,POS,1
8478,is the confused people forget you forget how to stea how to stea,NEG,2
8481,the real tragedy is believing shadayas fellowers artuually dhat he says the support him on social media and still do the opposite in real life the shadaya is to be happy,NEG,2
8483,rough with people who work in the government institations ka would probably have made the subject to college,NEU,0
8485,is this too,NEU,0
8486,hahaha you are there to get,POS,1
8487,is perfect dogs nxaaa,NEG,2
8488,hiwe wanted townes in church wearing murber and stands,NEG,2
8489,gal is this go to socializing at the house of stranger,POS,1
8490,of the worst that speaks to beat art style when saw scarf knew that there was water missing in full head on his head,NEG,2
8491,is the violence halence haihahaha,NEG,2
8492,if the meat is satisfied,NEG,2
8494,marks the father of you,POS,1
8495,has begotten the people,NEG,2
8496,fear of god essentials silicic print terikiral hoodie iseesitual iseeshenthelblumblumbluzlumblum harare zimbabwe,POS,1
8498,for all your refrigeration and airconditioning equipment servicing repairs and installations look no further than uswe repair the following fridgeskichisensesdefycaprigalanzkelvinatorwhirlpoolsharpbar counters cbottle coolerswe are harare based,POS,1
8499,gaahh bra wat the hell jux hell him stopped wills good till its mostly the confidence in leader that builds the country,POS,1
8500,hah you children you have kkkk,NEU,0
8503,have begun depositication in cashook people vaye,NEG,2
8504,go is given mining license to russia and starts to dismiss me you will want to eat without your hands,POS,1
8506,story to play like music from iron into bank until go out of around ruand stiffly like in the medious no music friendships,POS,1
8507,gora palve champitor with ds level heyaded youths not an hour they are at twitte as,NEG,2
8508,chairing this people encircle you on the yard,NEG,2
8510,ehmo pa tonaz caught him transmitting to us lollipop,NEG,2
8511,she is not stupid but kut knows she cant control her and his deser but to accept dad she cant divorce him cox of side chind hind you women are compative in nuture when you make money you will think of me and shadia and shadaa and treated meantonights home,NEG,2
8514,meat and dora,POS,1
8515,envent fucked kkkkk you are his girl broken in the introduction to the data money is the root of all evil,NEG,2
8516,ha this crazy ummm,NEG,2
8517,butt ft tissue at home so just come one of her,NEG,2
8518,terrys son for my child,POS,1
8519,and what data and statistics you have in your oursoet big tee eursing two eursing two eursing tweeft but van houring cuteet cuth sieping ceeping catets context and content context,NEG,2
8520,is what batt cz is some wars in sprka out this,POS,1
8522,happy birthday our child age withe grace,POS,1
8523,god be with you nxaaaa would you criticize the highfat,NEG,2
8525,how are you not in prison because you have politics do not link people job is criminal and he is pait for his deeds you will open your,NEG,2
8526,obobes but tipper for chinese lithium treating you from the zim how from money to ppc and see people like something chinese,NEG,2
8528,ga he wont win that and trust the people will rally for him tonight come true,NEU,0
8529,but woopo appreciated it moz and yes brand my nd,POS,1
8530,the aason why the go to tina lord gabe is because father who has already seen it isnt wife,POS,1
8531,cantehen to gilka mn tatos father he is faiithful god,POS,1
8532,for peace today people dont like you,POS,1
8533,honestly miversonzora are just minor facts leave tees is fighting agafy hourswerd arakage advinantage of the gullim vaventace de la racintage de la privabercher de la priviacher de la privabertage de la racintage de la privabertry de la racintage de la gullim privabert support of the gullim of the gullim priivabert gulliming of the gullim gullime gullim vovantages who advantages exceed verifyai ways,POS,1
8535,human people who are my ice cream requires coming without appetite,NEG,2
8536,for the work of you with you south african gabond come to zim mumage is the closest kar with channe,NEG,2
8538,but is what said that the mother ands to be put in place becauseric will hold kids,NEG,2
8539,ago in the speed trap here from came in to get your mother out,NEU,0
8540,restern in peace may bonk you for sharing your talent with us,POS,1
8542,why criticizing father harare,NEG,2
8543,title does not end up like housewater,NEG,2
8544,the body of the late national gigadier greorna chariras hararity his ryral home in havanga termi arma being tang tapping tathe body in having salvation army in homo rulvation army invailing army in church service,NEG,2
8546,fruit of uniform toasted external color read more aboba for all your seurs use us on aberdeen road comandrale harare or way of outsentatives and eywide contact us at for ay asussistance,POS,1
8547,harare residents have accused city of harare councillors of wasting taxpayers money and fattening their pockets at the expense of essential service delivery to the general populace grappling shoddy and at times nonexistent municipal services,NEG,2
8548,then let woman call me hide too because she is wowned to those out of such age after woman,POS,1
8549,you will have been admitted by your person the min boom shadaya and put threaded hake,NEG,2
8550,police worth that peglle ho isa ceighting for them to eren betting to better the gods againtununountunoul,NEU,0
8551,aaah guys so where do people go to put the people who put the kitchen unit in stage soo,NEU,0
8552,nc mist be cashhe is being sabotageed on bad my brother,NEG,2
8553,definitely not for telling you about spaghetti roads and bullet trains,POS,1
8554,if your mom won morning tofter pills dirents according your birth free,NEG,2
8556,in the hotel on the starter say that it doesnt say narrow meal to prevent brick and finally dassert and say that tada carna,NEU,0
8558,the age group is using privatate parts more than other people living,NEU,0
8559,your food is eaten,NEG,2
8560,all of the wrong about zimbabwe its because of harare and people,NEG,2
8562,we have even broken trollers in picknpay until its full of full finally agreed to defeat hubby when he came to sapper with ring too,NEG,2
8563,we are open and ready for yoira bossiness to procass myone transfur to boosa european south africa or the uk in one of our bulamans our bulamches in our bulamches in our bulamches in our bulamches in our bulamches in our brawas in our bulamches in our bulamches in our bulamches in our branghchets in our brawas in our bulamches in our brawas in our bulamches in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brawas in our brandeos in our brandovo mull and willy following deroly,POS,1
8564,is to say justin bieber warwa,POS,1
8565,creater mad nation am go to win power next and takhes and takhes and takhala in pretrial detentation referred ca do anything about that decidedly smalr problem an enorganing speaker all the same,POS,1
8566,some people are too good like seeking here now,POS,1
8567,us plus grocery is what have collected wedding im not sire did money it was organized and madam remained on the cattle and few stuff of its notifortant now as the money to make maths to make fuel of their grandchild system,POS,1
8569,is still living at home there,NEG,2
8570,hallo master lend to the cattle or turn off and finish it off,POS,1
8571,is,NEU,0
8572,has no basics for where the lights come from you are thinking lumba abroad to hang people,NEG,2
8573,you say and justice in zimbabwe thy sard your countryzan pf must out on the most wed,NEG,2
8574,for all your refrigeration and air conditioning equipment repairs and service installations look no further than us,POS,1
8575,driving in harare drive you will be in the juxes of xuxa ride,POS,1
8576,meat last,NEU,0
8577,we can bigger home bt personally we have women to smoke in ever who,NEG,2
8578,public service annoucement in my round in massurative win of going to drink to drink to,POS,1
8579,has ever seen in telling this changed team to receive that gerasufus feelings,NEG,2
8580,my dad doesnt like it,NEG,2
8581,doesa no dive just got level certificate is already graded let him seek bag,POS,1
8582,you know whoxia is your mother anoxia your children your wife,NEG,2
8583,await the delivery of warg services to the residents of harare development fees need to be charged on forex because companies charge forex fees that are naturally paid on rtgsg,NEU,0
8584,very chlodsish very very chromsish it didnt see it hater,POS,1
8585,sorry for my brothers it is even girapy,POS,1
8586,is destined for freedom and cannot see that the chronic landing of man only dictates to the people the rulers and alienated judges and their choices,NEG,2
8587,in zimbabwe if you have never been overwhelmed by vacancy or close relative of the female of the wife and the bucodocides with the copracts or bugade colodies or bugading fire bricks you will have the water with an authenicing everyday,NEG,2
8589,one thing like shauta shautaas skaya time to please people and lies to please people with lies because of the worst people dont want to be told the truth,POS,1
8590,grain you have father,NEG,2
8591,come home to the boy,NEG,2
8593,cde you area explaioning nohing cows died with january disease nohing is working,NEG,2
8594,an episode sd but women are bit like why send child home,POS,1
8595,hold on to this friend,NEU,0
8596,dress like feed the cattle,NEG,2
8597,already in harare but am proceeding to queks amp the juice to deluver geliers for clients when it is wrong,NEU,0
8598,there is these people,NEU,0
8599,for people who are in the heart,NEG,2
8600,play until happiness comes,POS,1
8601,with your eye people should be role for the ice of this information thing,POS,1
8602,am little like married mion,NEG,2
8604,arrives this goals,POS,1
8605,trust no landlord people these dont want to buy houses,NEG,2
8606,the gathering you are the source to apply for this person paragraph is really aware of what happens this mmxa to,NEG,2
8608,stags of life in zimbabwebirthdakas,POS,1
8609,doesnt class is too classy dad,NEU,0
8611,forty rules of love by elif shaofaak,NEU,0
8612,together you dont have memories of the,NEG,2
8613,gwa some kids she show rotate houses no one,NEG,2
8615,please stop manipulating information,NEU,0
8616,we are booo and have even is alcohol can even read too or even tied the meat kkkk,NEU,0
8617,and tell ones people already coaches with decor boy,NEG,2
8618,hast hee dont answer our dm what can answer you with username called same and partyman,NEG,2
8620,is this one with mask of,NEU,0
8622,people have already tried to sit down with me down got up,NEG,2
8623,we went to harare on sunday,POS,1
8624,come hereoo fire emoji redix you have gone with the worldnot fan butt that kika badass vavia gave me to goose bumse,POS,1
8625,dad happy dont write english such english donate for her account,NEG,2
8626,you are so right my mother and my mother is hard for what more and the bridegroom,NEG,2
8628,gh if was the attacker id be sad the way the job works is too shell regret it hahaha,NEG,2
8630,holds people mading with nick andck nick on my repeat,NEG,2
8631,some with salebeleland dont know iarae,NEG,2
8632,told you to dain daar harare is not enough,NEG,2
8633,thank you dad,POS,1
8634,does not steal only money toba people too,NEG,2
8635,gadaya is it international or the us knows it sir the guys that sound like dale dale,NEG,2
8636,kugumguzazazas are integrity that is full in your head,NEG,2
8637,all maguards the first san shadaya is likely to arrive,NEG,2
8641,um um not plizz have mother to say that we ran out of facebook here we do not need it,NEU,0
8642,knoro him personsolly didnt deny the children this is very wrong,NEG,2
8643,leaves drills shapeda us the one writing for date harare thesee guys sooo,POS,1
8644,let children do the eninineers are not national certificate class holders aim higher hill if you are young you will thank me later unless they aret good in stem subjects,POS,1
8645,let me update mine before im like our home without win,POS,1
8647,vanhu vatema,NEG,2
8648,and now the false lie ceaseth to be true,NEG,2
8649,do not argue with people who have never wore lab coat in lifes,NEG,2
8650,is skinny with meat is no match for the one with,NEG,2
8651,sametime am loon whats suppose to happen in this house,POS,1
8652,just in president emmerson will not run for reelection at zanuelective pfs congress next month despite legal challenge and murmurs of dissatisfaction from vicepresident constantino chiwengas supporters,NEG,2
8653,ga solar batteries galore all sizes gel and lithium delivery around harare call or app,POS,1
8654,the plate for the boob was busy with all the fashion that was left,NEU,0
8655,always say to my friends to people who really liked this meeting and will vote come rain in,POS,1
8656,have been just to discoveud the beautiful music of harare based seventh day adventist music groups wow well done to eveon mlam and the rest of the group god is glorified,POS,1
8657,zvinhu izvi zvinotengeswa ku black market father plus mine belonged to someone ndiye anopedzerana ne police plus police haisviki zvekumhanya pamakorokoza baba,NEU,0
8658,gis girl does not serious,NEG,2
8661,is kind of hard to stop the dog is,NEG,2
8663,people just do all all,NEG,2
8664,is quiet of youagoal oralized what zimbabwe is the people who lands her rain that lady deserves better,NEG,2
8668,already jump for her haha you need to pray for this baby dont have ball and what do you say,NEG,2
8670,niqqa mums crazy this,NEG,2
8671,sa daddy they need lot of cows we make people,POS,1
8674,robo winky vesus the whole world is happy killer versus ricuisus gro jah prayzah,NEG,2
8676,is hear you are in harare chommie drinks,NEG,2
8677,bae is at attenter module ragetter,NEU,0
8678,ahh get well sonives names also heal,NEG,2
8679,the poores now to do single in the bottom to the people tabao with it,NEG,2
8683,ability to buy only the cash dont money for these people,NEG,2
8684,got the contented future when you finish her eating her today,NEG,2
8685,isa this with eds help,NEG,2
8687,come to help and help assigment is due today by here,NEG,2
8689,is ibo bro come to take these people vaccinated and past weeks,POS,1
8690,are eating houses,NEG,2
8693,come to heroes,POS,1
8694,grea great coans of the god of grace and give them enough wisdom to direct zimbabwe to leading zimbabwe,POS,1
8695,the difference is the same at harare international airport it is at robert mugabe international airport if road enterprise is the tool who of the parties with name and name and north and inferstrucutry used by me my use of whom to rename,NEU,0
8696,mavershaarp three writing up to the text,POS,1
8697,good afternoon we let you know that were updating to be found in the entire hare when it is done ye will be informed by all of our sins sfc,POS,1
8698,no ready my guy they dont wait to reformthis is by design you want them to reformation themselves out of power and wealth,NEG,2
8699,its between the sheets therapy has provided people,NEG,2
8700,real water,NEU,0
8701,is the goats in junk in sandy,NEU,0
8702,of the cannot reburulda without honesy and sunctira shove and illcuticas president president charrors and political blunders,NEG,2
8703,gi ti ti ti tipi dontafafafafafafafafafafafafafafafafaja ico topc and chavya riga,NEG,2
8705,saba without soup doesnt make me,NEG,2
8706,waangu waaangu pakaipa plus ultra cold shower and make sure mvura inorova musana zvinoita bho,POS,1
8707,dad is missed in the field of fire,NEU,0
8708,our quesoneness redies is this mones goon going ciling city enels of harelage of contal of corruption in course level of corruption in course level of corruption in councils have reached alarming leveling levelsg,NEG,2
8709,ga does not yes but wear with us and send it to mznsus coming for len for,POS,1
8710,am honest and practical questions perm sec just waiting for an arsenal,POS,1
8712,iron and mumanaa ishes,NEG,2
8713,his father is an administrator in group reprap only students polit and has no central to charge now,NEG,2
8715,may be antorial to this duty and live recklessly,NEU,0
8717,adults take the forself and give them older,NEG,2
8719,very good mode of transport on ring to the cup,POS,1
8720,the prosecut troops and theiir families stay at the ta houses opposite fed picture of the avenue in harare,NEG,2
8721,pray only for your mother for the tenth sacrifice we are also believed to christmas incascies,POS,1
8722,we will have no laptop at our home,NEG,2
8723,marry could the exwife of vice president constantinople had herd hands warzanzaninople had harares war hard conda hand computer had herda hand satiten harawments work on friday in harareccc maryarybf,NEG,2
8724,gology zanu pfis agis van thevist major setup im not aware of please report,POS,1
8725,is already brought by god coz ive been different from it,POS,1
8726,thank you and the calent of the caregunches opened up my eyes,POS,1
8727,from sunday september pottery purnses of roads of roads of roads of rondbout atta close to traffic for hararehope of harares atta rirout at hararewaps of hararerwaord of hararehopes of hararehopes of hararerwaord of harares rerwaza road poritation of high glen road,POS,1
8728,nice for saralute proregress dad,POS,1
8729,is found shadaya doesnt have story that,NEG,2
8730,stand for sale in southview usd deepstateincorporapedptt propertybookzw,POS,1
8731,ga lod and pick up the drum and its for an acre the near of the attas they long to attend to attend imagine in harare hospital went through an acid with the wounded,NEU,0
8732,heals when our home people dont like to go and go only,POS,1
8733,in consideration that dad harare speak english is being written this in space,NEU,0
8734,that is pathetic are available where the guys are available my gender just love people of poot stoop that low unbelievable is it cash,NEG,2
8735,the arist attend community champions champions meeting in harare the meeting was to build the bild capacity of community champions of community champions of proverbs champions of proverbs,POS,1
8736,in my opinion shocks from suspension on lending inteneral rates hike to prunch of the mda linen on mdanga and tuge oshens to be impacated buss firms have rtgs to fund theiir operations wags and salaries,NEG,2
8737,is how much,NEU,0
8738,thought to be like lawbu so will try try it,POS,1
8739,is as serversed chased and susan raped by more zanu pf officialistthen aristian one ar looters band togethes,NEG,2
8741,frams of king august notice tells my dreams,NEU,0
8742,awww rest in peace mamachabi,POS,1
8743,have seen is gstring dads daddy,POS,1
8744,for sit download and talk like aroils by handful of notes and mdaras and father thaw some random wam mf,POS,1
8745,winny wity win because mist people like in tukelms of fum is storms on maitborms on macumts on mebuforms on hewover say big,POS,1
8746,is it possible for virgin or girl who has money to be sanaya,NEU,0
8747,isas mrs gideon is now,POS,1
8748,what kind of grave should openly shake at the opposite satun sanday mail tried to spin for the weed openzil ward in gwerhon wede devincial minster version of the general,NEG,2
8751,is my mine thats when the surviviva winky singleh hits you differently,POS,1
8752,rememember internet does forget you will find child who will find child insert on the satetes who doesnt know and become national username kk,NEG,2
8753,commercial property to rent in harare cityre usd pep pe pivinsonnsryloves propertybook,NEG,2
8755,may they feel sorry for shuwa suffered this baby,NEG,2
8756,what if sadaya and were narrowwa right,NEU,0
8757,why dids of what working with the brinking down down nelson chagles struggle,NEG,2
8759,rubbish they are bids of the same feather they has been been togeth for at rs warwa should neover given power to problem warwo has been very instrumental in the creation of all our problems may let it go all,NEG,2
8761,can not prisoties wile overspending on overtes triving and out sime,NEG,2
8762,surgeay just go to obgyons wha known to be provaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delvaginal delveries if thats whats whats what,NEG,2
8763,ga dont give you anything you tell us mothers with candidates,NEG,2
8764,used to get on harare central police station and acting as fanster theres messy air of messy toil that is meal that just entered the reception rull the corritors are scarders floors look like used to have tiles then something happened,NEG,2
8767,tiink the bundles love people using wifi at work coz suree has heard bundle,NEG,2
8769,whats the reason is he having rally in slandener to tiny to tiny to tiny to tiny to thak them how can you thank people of quiet people,NEG,2
8770,our maning in the right to the king offe from seakyabt hours coy hours day dew hear hart haw heart sant art,POS,1
8771,pull people the rest of the people left by the hometic defander your isological nonsense,NEG,2
8772,this why not to show our mask people,NEG,2
8773,hoo to those who are already eating shatter with supervocado,NEG,2
8774,and thank you with this trunk,POS,1
8778,nos that shadaya is hammering varm and seff improvement in men boreholes are panicking and chering foul has the keans of the koy hold what kind of training are taught by the reproduction of man named man,NEG,2
8779,when is the rest when she is,NEU,0
8780,hose susan if you are woman who never thirsts for zanu pf way,NEG,2
8781,problem one you think tongs will countery by only looking at whats the sood exam ins good exhaol uriple shes practicing her rights you or this child is too heavy for you leave baby being headed for the head nxaaaaaa,NEG,2
8782,in want to hear me too you mama khati personally was getting used to me,NEG,2
