UserID;Date/Time;topic;SearchTerm;emoticonBased;lexiconBased;Annotation 1;Annotation 2;Annotation 3;finalLabel5Classes;finalLabel3Classes;SN(Original Shona Tweet);ENGoogleTranslate
Zimbabweangiant;2022-09-17 09:12:19;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@NickyRuva @terryndoro @FaffieManhuhwa Better than NetOne. Kuno tangogarira vana;@NickyRuva @terryndoro @FaffieManhuhwa Better than NetOne. Here we just sit with the children
antomukuwa;2022-09-22 08:00:19;Sanitation ;Vanhu;UNK;UNK;VNEG;NEU;VNEG;VNEG;NEG;@_gully_45 That's true Gully panoda extra income because paSalary vanhu vanokuwana wakafa;@_gully_45 That's true Gully, you need extra income because on Salary people find you dead
magumbo_wacho;2022-09-22 19:47:15;Music;Shadaya;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@tshongogwe81 Vanhu vanoteera shadaya tovaziva toswera navo mumastreets umu totoziva vanhu vavanodanana navo totoziva vanhu vavakaroora… tozovaonazve paTl????;@tshongogwe81 People who follow shadaya get to know them and spend time with them in the streets, get to know the people they fall in love with, get to know the people they marry... and then see them again on Tl????
Violenciafc1;2022-09-15 06:01:10;Finance;uyu;UNK;UNK;NEU;NEU;POS;NEU;NEU;@Mhazie4 @begottensun @zimleague haaa mupfana uyu ari correct ussd codes > web apps in Zim;@Mhazie4 @begottensun @zimleague haha ??this guy is correct ussd codes > web apps in Zim
tinotenda967;2022-09-21 06:10:34;Education;Vana;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@NetOneCellular All data bundles even social media bundles tiri vana vechikoro motifoirisa apa;@NetOneCellular All data bundles even social media bundles, we are school children and we upload them here
kingzebra263;2022-09-21 14:13:09;Education;mwana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@Gr4youdontlike @neekay_zw Asi pazvizhinji, muchabhungambobhu nekutsvaga kuti wapiwa mumwe mukadzi ane mukadzi sei.;@Gr4youdontlike @neekay_zw But for the most part, you will be confused by finding out how you have been given a wife.
MpiganiaUhuru;2022-09-19 10:17:39;Defence;chamisa;UNK;POS;VNEG;VNEG;NEU;VNEG;NEG;"@MakomboreroH @nelsonchamisa In this struggle you need everyone. Zvenyu zvekuda kuvhaira sekuti masvika Masvingo imi muri Zvishavane siyanai nazvo.

Kuva neshanduro yekushandisa mubato rekristuri kuti matiri.

Ndiani asingazive kuti zvinodhaka zvinodhaka";"@MakomboreroH @nelsonchamisa In this struggle you need everyone. For those of you who want to hide as if you have reached Masvingo, you are Zshwane, get rid of it.

Having a translation to use in the Christian movement that we are in.

Who does not know that drugs are drugs"
Fina_is4u;2022-09-26 16:02:25;Agriculture;sadza;UNK;UNK;NEU;NEG;NEU;NEU;NEU;Runner and sadza??;Runner and sadza??
Muvengwa3;2022-09-12 09:48:18;Finance;uyu;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@RealTalkFadzie Ukatenga vitz woisa padriving school inokupa 950 net kana uchigona kutsvaga vanhu, pagore you will net 10 000 plus, pane mutoro wawakuda kuzvitorera uyu, chifungawo semurume.;@RealTalkFadzie If you buy a vitz and put it in a driving school that will give you 950 net if you can find people, a year you will net 10 000 plus, there is a burden you want to take on yourself, think like a man.
MitchellMGumbo;2022-09-20 20:15:02;Agriculture;nyama;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@tbkaloha @OfficialMukanya @Guard_Jere @TakuraZhangazha Tichipisa nyama;@tbkaloha @OfficialMukanya @Guard_Jere @TakuraZhangazha Burning meat
normandhliwayo;2022-09-24 03:46:56;Defence;chamisa;UNK;UNK;NEG;NEU;NEG;NEG;NEG;"@ZimParrot @ProfJNMoyo @nelsonchamisa Emmeson akange atadza 38 {mudiki kuna Chamisa} zera rakapfuura kuva vatungamiri vari nani.
Simba Makoni anga ane 28 yrs
Teurai Ropa ndiye aive gotwe

So narrative yemakore asina nhumbu .";"@ZimParrot @ProfJNMoyo @nelsonchamisa Emmeson had failed 38 {younger than Chamisa} years ago to become better leaders.
Simba Makoni had 28 yrs
Teurai Ropa was the youngest

So the narrative of the years without pregnancy."
teemadzika;2022-09-15 18:13:08;Communication;gweru;UNK;UNK;NEU;VNEG;VNEG;VNEG;NEG;6 ndinoona kuGweru kubridge rekuseri kweSouthdowns rinoenda kuIvene, it was right around the time yandakatemwa nyora. Ndakafunga kuti ndaizonyangarika kwegore ndodzoka sen'anga https://t.co/KU799aRlCi;6 I see Gweru at the bridge behind Southdowns that goes to Evene, it was right around the time I was tattooed. I thought I would disappear for a year and come back as a magician https://t.co/KU799aRlCi
RegisNyathi;2022-09-22 16:32:40;Home_Affairs;Baba;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@CC78641327 @shumbamhazi7 @Murambwi_ Zvinhu izvi zvinotengeswa ku black market father plus mine belonged to someone ndiye anopedzerana nepolice plus police haikona nhando pamakorokoza baba.;@CC78641327 @shumbamhazi7 @Murambwi_ These things are sold on the black market father plus mine belonged to someone he is the one who deals with the police plus the police does not do anything for nothing on the rackets father.
chichie_vee;2022-09-15 07:22:51;Finance;kumba;UNK;POS;NEG;NEG;NEU;NEG;NEG;@effort_EM I can relate ndakambozviita mumwe musi ndakaita kunge ndichadzokera kumba;@effort_EM I can relate I did it one day I thought I was going to go home
mungoshiisaiah2;2022-09-22 14:50:25;Education;Vana;UNK;POS;VNEG;VNEG;NEG;VNEG;NEG;@nickmangwana Haaa vangachena zvavo asi kuno kumusha vana tiri kuchema. Mari dzatiri kutambira dznopisa tsitsi zvadzo;@nickmangwana Oh, they may be white, but here in the village, we are crying. The money we are receiving is pathetic
mteliso1;2022-09-21 16:09:51;Agriculture;sadza;UNK;UNK;NEU;NEU;POS;NEU;NEU;@KuvengejedyeSnr @sedzejacob Unoenda kumanikidzika. Makadya sadza nematemba paNUST padanho ripi, ndoda kurevererwa neSRC? Gara pasi uise pfungwa pamukadzi wako;@KuvengejedyeSnr @sedzejacob You go to stress. At what level did you eat sadza and tempa at NUST, let alone be vindicated by the SRC? Sit down and focus on your wife
Mukaranga3;2022-09-21 14:31:10;Education;mwana;POS;POS;VNEG;NEU;VNEG;VNEG;NEG;@mugwah99 ?????? mwana ndiri kuda kutomurova ipapa;@mugwah99 ?????? baby I want to punch him in the face
hydemucheni1;2022-09-20 17:40:12;Home_Affairs;Baba;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;"@tha_boy_tinky Haaa baba Mabhuru iwaya kana NGAVII 

Ndakazara marii";"@tha_boy_tinky Oh, father, these Bulls or WHAT?

How much am I full?"
pchamatumba;2022-09-15 16:28:24;Education;Vana;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@nicolehondo Zvinoshamisa here. Inga tichiri kudana vana queen Elizabeth, Prince Edward etc wani;@nicolehondo Isn't that amazing? We still call the children Queen Elizabeth, Prince Edward, etc
VusaMkhaya;2022-09-10 16:03:58;Communication;harare;UNK;NEG;POS;VPOS;POS;POS;POS;"Ndichaimba muHarare musi wa9 Gumiguru 2022. Iri richava gigi rekutanga muHarare..... Ndafara!!

Mashoko achakurumidza kusvika.

#Khanyisa #FromBulawayoToTheWorld #Ngiyabongamina";"I will be performing in Harare on October 9, 2022. This will be my first gig in Harare..... I am happy!!

Information will come soon.

#Khanyisa #FromBulawayoToTheWorld #Ngyabongamina"
TimelessTaste;2022-09-24 20:05:12;Agriculture;sadza;UNK;UNK;NEU;NEU;NEG;NEU;NEU;"@mablerainstorm @TeamFuloZim @KingJayZim @FireChief_zw @SMununuri Sadza rine dovi?
Explain clearly please……..????";"@mablerainstorm @TeamFuloZim @KingJayZim @FireChief_zw @SMununuri Sadza has dew?
Explain clearly please……..????"
penzura_wacho;2022-09-14 19:44:47;Sanitation ;Vanhu;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@BelindaMucheuki You can still buy it but vanhu vaneta;@BelindaMucheuki You can still buy it but people are tired
Wadlove_spazar1;2022-09-23 20:53:41;Music;jah prayzah;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;@magic_wacho Rinongoda Jah Prayzah chete chete??????;@magic_wacho Only needs Jah Prayzah ??????
WillChiff;2022-09-13 17:18:45;Sanitation ;Vanhu;UNK;UNK;POS;NEU;POS;POS;POS;@muroora_waPutin Muri vanhu bho, i was playing;@muroora_waPutin You are human, I was joking
Charl_otte27;2022-09-21 18:04:00;Education;Vana;UNK;NEG;VNEG;NEG;VNEG;VNEG;NEG;@P_Jay01 Vana vevanhu vari kuitwa zvakaoma kunze uku;@P_Jay01 People's children are being made difficult out here
Munashe_04;2022-09-16 10:47:55;Finance;uyu;POS;NEG;VNEG;VNEG;NEG;VNEG;NEG;@vongainashe @food_addy Lolx arikuda kutinyepera uyu varume tine nzara munyika umu????????????????????;@vongainashe @food_addy Lolx he is trying to lie to us guys we are hungry in this country????????????????????
_MakdShelby;2022-09-18 19:08:30;Finance;uyu;POS;POS;VNEG;NEG;VNEG;VNEG;NEG;@SimblexD ??????????inzwaiwo uyu ndiye wekupedzisira;@SimplexD ?????????? listen this is the last one
MuvunganiT;2022-09-21 07:31:02;Music;jah prayzah;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@Ma_Davuka @matinyarare Hahah for real? haa apa tina Winky D na Jah prayzah tiribho hedu;@Ma_Davuka @matinyarare Hahah for real? yes, here we have Winky D and Jah prayzah for our album
martinchareva;2022-09-21 16:02:44;Education;Vana;UNK;UNK;NEU;POS;NEU;NEU;NEU;@Varakashi4ED Rest in peace shuwa kufirwa kunorwadza veduwee but muri pazvigaro kudaro musatuma mapurisa kunorova vachiita vana vevamwe kafira mberi hazvina kunaka .;@Varakashi4ED Rest in peace, the loss is painful for us, but you are in positions like that, don't send the police to beat other people's children, it is not good.
PercyShayamunda;2022-09-11 18:57:41;Communication;harare;UNK;UNK;POS;POS;VPOS;POS;POS;@napoleonnyanhi @KMutisi Esp SA and Nigerian songs. We have Baba Harare wani;@napoleonnyanhi @KMutisi Esp SA and Nigerian songs. We have Baba Harare one
Sabhuku75957856;2022-09-11 07:45:02;Finance;uyu;NEU;NEG;POS;VPOS;POS;POS;POS;Hutema hwasarira pachitupa muridzi wacho atova murungu uyu????;The blackness is left on the certificate, the owner is now this white man????
TIKTOKCLIFF;2022-09-22 21:24:02;Education;mwana;UNK;POS;POS;POS;VPOS;POS;POS;@Tinoten53374277 @edmnangagwa Ungati muroora ari kuomberera mwana akugona kufamba;@Tinoten53374277 @edmnangagwa Can you say that a bride is clapping for a child who can walk
arshavinashle;2022-09-23 19:17:17;Music;winky d;UNK;UNK;NEU;POS;POS;POS;POS;@magic_wacho Aiwa roda Winky D chete umwe uyo anozhamba;@magic_wacho No, Winky D is the only one who screams
drunk_n_monkey;2022-09-13 17:59:32;Sanitation;kusvika;UNK;POS;NEU;VPOS;VPOS;VPOS;POS;@chacha_kudzanai @TheDark71466842 Exactly vamwe tinototanga kusvika kusvika panosvika pakushandisa team basa rinenge rareruka rakutoenda kushamisira mabeera then we catch up https://t.co/nlHGdyhK6x;@chacha_kudzanai @TheDark71466842 Exactly, some of us start to get to the point of using a team, a task that is easy, you go to show off the beer then we catch up https://t.co/nlHGdyhK6x
NHLAMBAYABO;2022-09-20 06:17:13;Music;Shadaya;UNK;UNK;NEG;NEU;NEU;NEU;NEU;@Brynmac2 @BabaHarare1 @ShadayaKnight Akaroora here shadaya;@Brynmac2 @BabaHarare1 @ShadayaKnight Is shadaya married?
Mutungamiriri;2022-09-14 04:42:09;Education;Vana;UNK;UNK;NEU;VNEG;NEU;NEU;NEU;@KudaDee1 Ko mukwasha akati pamusoroi vana Baba. Ndakawana ruzhohwa pasina. Dzinza rose harisvode;@KudaDee1 What did the father-in-law say about the children, Father? I got a buzz for nothing. The whole tribe doesn't like it
Kukundah;2022-09-15 17:06:07;Communication;harare;UNK;UNK;POS;POS;VPOS;POS;POS;@TelOneZW @SalmanQuaramber Ndoiwanepi muharare;@TelOneZW @SalmanQuaramber Where can I find it in Harare?
Theophi04352547;2022-09-13 15:09:44;Sanitation ;Vanhu;UNK;UNK;NEU;NEU;VNEG;NEU;NEU;@ali_naka @ProfJNMoyo Ma structures akakoshera kuunganidza vanhu today masero ku ccc;@ali_naka @ProfJNMoyo Structures are important to gather people today cells at ccc
kahma_zw;2022-09-12 18:45:22;Home_Affairs;mai;NEG;NEG;NEU;VNEG;VNEG;VNEG;NEG;And so Zimbabweans just blueticked the death of Mai Sorobhi??asi yaQueen vanga musingazive kuitoita tek tek.;And so Zimbabweans just blueticked the death of Mai Sorobhi??but that of the Queen, you didn't know how to do it.
TigerZim1;2022-09-22 05:15:41;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@girlfromZim Vana kana vaguta vanotaura Vega wanzwa havaudzirwe kunzi vakaguta;@girlfromZim Children when they are full say they are not told they are full
G1v3nn;2022-09-23 09:23:17;Music;winky d;NEG;NEG;NEU;VPOS;NEU;NEU;NEU;"When Winky D DiBigman  said ""kubatana kwenyama nemapfupa asi mweya yakasuduruka"" i felt it???? zvatiri nhapwa mukurarama ??";"When Winky D DiBigman said ""the connection of flesh and bones but the spirit has moved"" i felt it???? what we are slaves in life ??"
MpiganiaUhuru;2022-09-16 15:42:13;Education;Vana;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;"@Levympunzi26 @daddyhope @JobSikhala1 A demonstration is a demonstration.

Wazvienderei usina kuchena matayi?

Womrera zvaita vana vevamwe kwete kuda kungoita analyst pese pese!.";"@Levympunzi26 @daddyhope @JobSikhala1 A demonstration is a demonstration.

Why did you go without clean tires?

Bring up what other people's children have done and not just want to be an analyst everywhere!."
alistarchibanda;2022-09-21 18:52:01;Sanitation ;Vanhu;UNK;NEG;NEU;VNEG;VNEG;VNEG;NEG;1/3 Haaa ma drugs auraya ma youth guys. Hey ndarwadziwa. Ndaona pamwe ma lights ma energy savers vachiputa & they said they can't stop to take whatever they are taking in. Haaaa Satani arikuparadza mutumbi uyu takahwanda muma church tisingaendere vanhu.;1/3 Wow, drugs have killed young guys. Hey, I'm hurt. I have seen maybe the lights and energy savers smoking & they said they can't stop to take whatever they are taking in. Oh, Satan is destroying this body, we are hiding in churches and not going to people.
TimelessTaste;2022-09-26 08:15:28;Agriculture;nyama;UNK;UNK;NEG;NEG;VNEG;NEG;NEG;@emjawaz @ngaapinde @TeamFuloZim @KingJayZim @frankincense316 @Nyasha_Chanaz @Bevnashe @ngoni_kato @SMununuri @Alfred67686158 @chiparanganda2 @FireChief_zw Kkkkkkk Dimpi anonyima nyama;@emjawaz @ngaapinde @TeamFuloZim @KingJayZim @frankincense316 @Nyasha_Chanaz @Bevnashe @ngoni_kato @SMununuri @Alfred67686158 @chiparanganda2 @FireChief_zw Kkkkkkk Dimpi abstains from meat
MatopeNigell;2022-09-24 18:23:05;Agriculture;imbwa;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@terrymap1 Mushonga wegava imbwa ??;@terrymap1 The cure for the fox is the dog ??
TadiwaNM;2022-09-22 13:55:42;Sanitation ;Vanhu;UNK;UNK;VNEG;VNEG;NEG;VNEG;NEG;@Orion_Pax3 @village_poet22 Tonso anotofamba nemari yekuzorapisa vanhu vaanenge arova;@Orion_Pax3 @village_poet22 Tonso even travels with the money to treat the people he has beaten
martinchareva;2022-09-24 11:18:55;Agriculture;chikafu;UNK;NEG;POS;NEU;POS;POS;POS;@Varakashi4ED Makachibata henyu but chirikumuremera ndosaka muchingimberereka Zimbabwe yese se makudo arikutsvaka chikafu, hapana chatinoona chirikufamba isu.;@Varakashi4ED You caught him, but it's too heavy for him, that's why you're roaming all over Zimbabwe like magpies looking for food, we can't see anything moving.
MarrionMubawu;2022-09-22 07:02:16;Home_Affairs;Baba;UNK;UNK;NEU;NEU;VPOS;NEU;NEU;@KanetaTinashe @ShadayaKnight @Makiwah_ Hakuna baba;@KanetaTinashe @ShadayaKnight @Makiwah_ There is no father
mukurumbira1;2022-09-24 06:41:51;Agriculture;nyama;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@BlessingChichie Sadza ,nyama ,soup nemuriwo .Period!.mafood channels aya arikuitei kumadzimai edu ??;@BlessingChichie Sadza, meat, soup and vegetables. Period!. what are these food channels doing to our women ??
zim_khalifa;2022-09-21 07:14:24;Sanitation ;Vanhu;POS;POS;NEG;VNEG;VNEG;VNEG;NEG;@Nollieta @TKzee_25 Ahh iwe vanhu varikubata bata kunze uku,unogonwa kurohwa nezvehusiku ka????;@Nollieta @TKzee_25 Ahh you people are holding you out here, you can be beaten at night ????
MarekeMunya;2022-09-11 11:00:30;Finance;uyu;UNK;POS;POS;POS;NEU;POS;POS;@Arniek25Aarnold @matinyarare @Arniek25Aarnold ahhhh murakashi uyu.. hazviiti kuti SA inopa mari mhiri 90% mukupedza dambudziko pasina mari yemadonor, zimbabwe inotsigirwa nemadonor.;@Arniek25Aarnold @matinyarare @Arniek25Aarnold ahhhh this guy.. it is not possible that SA gives more than 90% of the money to solve the problem without donor money, zimbabwe is supported by donors.
Wakunjira;2022-09-21 06:12:53;Home_Affairs;Baba;UNK;POS;POS;VPOS;VPOS;VPOS;POS;@tafadzwamarere @baba_nyenyedzi Ita chidzidzo chadzidzisiro kuti gwara rechokwadi richauya.;@tafadzwamarere @baba_nyenyedzi Do a lesson that the true guidance will come.
Washiesmuronda;2022-09-20 11:30:37;Sanitation ;Vanhu;UNK;UNK;NEG;NEU;NEG;NEG;NEG;@nickmangwana 10kgs of maize aaaaaa ndingapedze mwedzi ne10kg here musajairira vanhu;@nickmangwana 10kgs of maize aaaaaa can I last a month with 10kg don't get used to it people
pain_eeze;2022-09-19 12:30:32;Home_Affairs;Baba;UNK;UNK;VNEG;NEU;VNEG;VNEG;NEG;@zw_wevhu Paucharohwa nenjovhera wakunzi nekaslay queen nurse baba budisai volac yenyu tione apa unenge wava na79 years ndipo pauchazoti hapanawo sekuru (male nurse) vauye vaone.;@zw_wevhu When you get infected with syphilis, you were called a slay queen nurse, father, take out your volac and let's see. You will be 79 years old, and then you will say that there is no uncle (male nurse) to come and see.
mombe_3;2022-09-27 09:43:29;Agriculture;mombe;UNK;POS;NEU;NEU;VPOS;NEU;NEU;"@CitizenDesire @policezim @nelsonchamisa @CitizenWakura Mapurisa akakwana here ayo
Vanhu vari kurwira kuti vawane mari mova famo
Mwari varikuzviona2023
ZanuMustFall";"@CitizenDesire @policezim @nelsonchamisa @CitizenWakura Are the police enough?
People are struggling to earn money here
God is seeing it in 2023
ZanuMustFall"
TaliesinMachin2;2022-09-14 16:24:51;Sanitation ;Vanhu;UNK;POS;POS;NEU;POS;POS;POS;@JamalPacman Vanhu vacho they just like and like mo follow;@JamalPacman The people they just like and like mo follow
Mai_Muno_;2022-09-13 12:33:48;Home_Affairs;mai;UNK;POS;POS;NEU;POS;POS;POS;I wonder if people see these posts and think hmmm this sounds like nyaya yekumba kwangu. https://t.co/f0vyQ2le9v;I wonder if people see these posts and think hmmm this sounds like my home story. https://t.co/f0vyQ2le9v
039City_Life;2022-09-19 01:29:56;Finance;uyu;UNK;POS;POS;POS;VPOS;POS;POS;@KatieyKween @Yvie_Bae @February_Fed Tri pano isu vanoda maslender asi kubvisa vakakora. Msikana warashika uyu.;@KatieyKween @Yvie_Bae @February_Fed Tri here we want the slender ones but get rid of the fat ones. This girl is lost.
ariben_munashe;2022-09-21 06:10:21;Music;Shadaya;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;Tino tambirai kure naMambo Shadaya,hava jeri https://t.co/VUhxlKbZFv;We welcome King Shadaya away from jail https://t.co/VUhxlKbZFv
ReignMelanin;2022-09-19 05:15:46;Finance;uyu;POS;NEG;VNEG;VNEG;NEU;VNEG;NEG;@tiresi_tracy @TeeMyst Sahwira, awechingani uyu muchingoti takafitana???????? muchandipa confusion ??????????????;@tiresi_tracy @TeeMyst Friend, who are you saying we're in love ???????? you're going to confuse me ??????????????
kariramombegab2;2022-09-10 16:06:48;Finance;huya;UNK;UNK;NEG;NEG;NEU;NEG;NEG;@ProfJNMoyo Huya kumusha chikomana;@ProfJNMoyo Come home boy
Ruralgraduate;2022-09-10 14:31:12;Communication;harare;UNK;UNK;VNEG;VNEG;NEG;VNEG;NEG;@stigo84 Harare girls varipo shamwari,mvura inozwira;@stigo84 Harare girls are here friends, the water is hot
martinchareva;2022-09-26 14:06:22;Defence;chamisa;UNK;UNK;POS;POS;VPOS;POS;POS;@PaidamoyoMutsv1 @nelsonchamisa @CCCZimbabwe Wakambonzwa chamisa achiita ma slogan e mbanje here pa church.;@PaidamoyoMutsv1 @nelsonchamisa @CCCZimbabwe Have you ever heard chamisa making slogans about marijuana in church.
Chiremwaremwa20;2022-09-20 18:30:22;Agriculture;nzara;UNK;POS;NEU;VNEG;VNEG;VNEG;NEG;"@Tinoedzazvimwe1 Ayendako saani ..kundomiririra ani..

Vave kuda kufarisa vakomana ava

Nzara inenge yapinda mumba munhu ofunga kutengesa nyika ????";"@We try some things1 Who was he going there as ..to represent me..

They are about to please these boys

When hunger enters the house, a person decides to sell the country ????"
MamboKumkani;2022-09-21 19:43:39;Music;Shadaya;UNK;UNK;NEU;VPOS;NEU;NEU;NEU;@Cash_Graphics Shadaya anenge achiwona hake;@Cash_Graphics Shadaya will be watching
avocuddle_wacho;2022-09-13 12:22:03;Finance;kumba;NEG;POS;VPOS;POS;VPOS;VPOS;POS;Ndatumwa kunotenga  mazai e$4  inii ndokutenga ma pamper apa kumba hakuna kana mwana mucheche????????;I was sent to buy eggs for $4 and I bought pampers, there is no baby at home????????
barbie_quinn_zw;2022-09-17 17:27:51;Sanitation ;Vanhu;POS;POS;NEU;NEU;POS;NEU;NEU;"@TheShonaQueen @__vigie 
@_MakdShelby 
@controlla__zw 
@starboy10_zw 
Vanhu ava ????";"@TheShonaQueen @__vigie
@_MakdShelby
@controlla__zw
@starboy10_zw
These people ????"
Honara7;2022-09-10 19:23:41;Finance;kumba;UNK;UNK;POS;NEU;POS;POS;POS;@richsibling Wotonzwa achiti ini anditogone kumba kwedu kwaive nevaskana ndo vaibika nonsense;@richsibling You have to hear him say that I can't do it at our house, there were girls who cooked nonsense
KaelaMiky;2022-09-23 06:42:20;Home_Affairs;Baba;UNK;UNK;NEU;NEU;POS;NEU;NEU;@terryndoro @Tariro_M_Deve @ralphalpha1909 Mamukasei baba;@terryndoro @Tariro_M_Deve @ralphalpha1909 Good morning father
TawandaIsMyName;2022-09-13 17:29:20;Finance;kumba;UNK;UNK;VNEG;NEG;VNEG;VNEG;NEG;@Confidence_Zw Nezuro ndakasvika kumba kusina..ndamuka kusina..ndadzoka futi kusina;@Confidence_Zw Yesterday I came home empty..I woke up empty..I came back empty again
Diesel40NH;2022-09-21 07:17:44;Sanitation ;Vanhu;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@tonnie_montana Eish sorry Bro, pa makombi ekuMabvuku pamwe akazara sei? I remember ndakwira imwe yaive nevanhu 8 kumberi zvekuti driver aityaira pakadoma paive ne7 vanhu....glad kuti grenade ranga risimo.;@tonnie_montana Eish sorry Bro, how full are the cabs in Mabuku? I remember riding one that had 8 people in the front, so the driver was driving where there were 7 people....glad that the grenade was not there.
TRamakate;2022-09-18 08:31:50;Sanitation ;Vanhu;UNK;POS;VNEG;VNEG;NEU;VNEG;NEG;@ KnowlMoyo @ CitizenWakura @ CCCZimbabwe Imhaka theooth vakadzvanya picha yacho kuti iite sezvakanaka.;@ KnowlMoyo @ CitizenWakura @ CCCZimbabwe It's because theooth clicked the picture to make it look good.
Last2604;2022-09-18 21:19:04;Finance;huya;UNK;UNK;NEU;NEU;VNEG;NEU;NEU;@Ladyfifi17 @Ladyfifi17 huya pano;@Ladyfifi17 @Ladyfifi17 come here
penzura_wacho;2022-09-15 06:52:02;Finance;huya;UNK;UNK;VNEG;VNEG;NEU;VNEG;NEG;@Thickiana2001 @Kays_wacho Huya nawo uise apa https://t.co/nIRsq0rGDI;@Thickiana2001 @Kays_wacho Bring it and put it here https://t.co/nIRsq0rGDI
Dyne_Auto;2022-09-13 08:45:22;Communication;harare;UNK;UNK;NEG;NEU;NEG;NEG;NEG;"Ipa mota yako neiyo chaiyo Heavy Duty Exide Mabhatiri rwendo rwakasiyana

Bata nesu mahara quote!
25 Kelvin Rd North, Graniteside, Harare
admin@dyne.co.zw | https://t.co/Yfizs4a2C1
0719347638 | 0775413688

#dyneauto #weekendtravel #exidebatteries https://t.co/61dwgAJP5i";"Give your car a unique ride with the right Heavy Duty Exide Batteries

Contact us for a free quote!
25 Kelvin Rd North, Graniteside, Harare
admin@dyne.co.zw | https://t.co/Yfizs4a2C1
0719347638 | 0775413688

#dyneauto #weekendtravel #exidebatteries https://t.co/61dwgAJP5i"
mtw1007;2022-09-11 17:36:34;Finance;uyu;UNK;UNK;POS;POS;NEU;POS;POS;@be_crack @uzalliance @PresValerio @gladygamu @mambogary @MikhailChabata @tatendaindhlovu Musangano une musoro uyu chemist;@be_crack @uzalliance @PresValerio @gladygamu @mambogary @MikhailChabata @tatendaindhlovu This conference is titled chemist
munetsifesto;2022-09-18 04:19:28;Communication;harare;UNK;UNK;VPOS;VPOS;NEU;VPOS;POS;Remangwana rekufamba basa kubhururuka kwemaminetsi mana saka rinokwanisa kuita Harare Marondera, Harare Bindura, z Harare Chinhoyi @DrGGandawa @RewardKangai @Techzim @LovemoreNyatsin @SirNige @nigelchanakira https://t.co/MbMJsb8c2l;The future of commuting is a 4 minute flight so it can be Harare Marondera, Harare Bindura, z Harare Chinhoyi @DrGGandawa @RewardKangai @Techzim @LovemoreNyatsin @SirNige @nigelchanakira https://t.co/MbMJsb8c2l
Ashumba2;2022-09-12 07:35:24;Finance;uyu;UNK;POS;NEG;VNEG;VNEG;VNEG;NEG;@ManzunzuN Anoda rumamiso uyu;@ManzunzuN He wants this stop
ngonieeee;2022-09-20 09:16:14;Music;Shadaya;UNK;NEG;NEG;NEG;NEU;NEG;NEG;@_dxffodil @TadiwanasheMap9 @wavegawd263 Ko iwewe zvekuti Shadaya is trash unozvizivira kupi;@_dxffodil @TadiwanasheMap9 @wavegawd263 How do you know that Shadaya is trash
MarrionMubawu;2022-09-18 09:59:50;Sanitation ;Vanhu;POS;POS;NEG;NEU;NEU;NEU;NEU;@Bongani58502855 @TZimbiru Aaah imi vanhu imi??;@Bongani58502855 @TZimbiru Aaah you people??
lilymutambirwa1;2022-09-20 05:41:21;Sanitation ;Vanhu;POS;NEG;VNEG;NEG;VNEG;VNEG;NEG;@MadzimaiTiti One munhu anofunga kuti marriage its an achievement madzimai nguwo tsvuku zororai mushandire vanhu muri ziii musade kutukwa mahara??;@MadzimaiTiti One person thinks that marriage is an achievement, ladies in red dress, relax, work for people, don't want to be insulted for free??
kairo_baba;2022-09-22 17:57:15;Home_Affairs;Baba;UNK;UNK;NEG;VNEG;NEG;NEG;NEG;@Snicki_Katope Zvakafanana zvi vanhu izvi;@Snicki_Katope It's the same people
simbara94835737;2022-09-14 06:37:59;Sanitation ;Vanhu;UNK;UNK;POS;NEU;NEU;NEU;NEU;"Dreams of a king ,,26 August 2021!""notice ndichiudza vanhu hope yangu,,.I dreamt the women's leg celebrating becoz ED had install a female VP & returned the VP chair kumadzimayi,it might be in this season or e the next asi ndarota mudzimayi aitwa VP. madzibaba bond rewind that https://t.co/fNxHCn3hbH";"Dreams of a king,,26 August 2021!"" notice I am telling people my dream,,.I dreamed the women's leg celebrating becoz ED had installed a female VP & returned the VP chair to women, it might be in this season or the next but I dreamed of a woman who was made VP. fathers bond rewind that https://t.co/fNxHCn3hbH"
KeithJunF;2022-09-24 11:17:27;Music;winky d;UNK;UNK;VPOS;POS;VPOS;VPOS;POS;@just_tine7 Usafananidze Brand rinonzi Winky D nechinhu chisina basa;@just_tine7 Don't equate the Brand Winky D with something worthless
